subject_id,lh_bankssts_area,lh_caudalanteriorcingulate_area,lh_caudalmiddlefrontal_area,lh_cuneus_area,lh_entorhinal_area,lh_fusiform_area,lh_inferiorparietal_area,lh_inferiortemporal_area,lh_isthmuscingulate_area,lh_lateraloccipital_area,lh_lateralorbitofrontal_area,lh_lingual_area,lh_medialorbitofrontal_area,lh_middletemporal_area,lh_parahippocampal_area,lh_paracentral_area,lh_parsopercularis_area,lh_parsorbitalis_area,lh_parstriangularis_area,lh_pericalcarine_area,lh_postcentral_area,lh_posteriorcingulate_area,lh_precentral_area,lh_precuneus_area,lh_rostralanteriorcingulate_area,lh_rostralmiddlefrontal_area,lh_superiorfrontal_area,lh_superiorparietal_area,lh_superiortemporal_area,lh_supramarginal_area,lh_frontalpole_area,lh_temporalpole_area,lh_transversetemporal_area,lh_insula_area,lh_WhiteSurfArea_area,rh_bankssts_area,rh_caudalanteriorcingulate_area,rh_caudalmiddlefrontal_area,rh_cuneus_area,rh_entorhinal_area,rh_fusiform_area,rh_inferiorparietal_area,rh_inferiortemporal_area,rh_isthmuscingulate_area,rh_lateraloccipital_area,rh_lateralorbitofrontal_area,rh_lingual_area,rh_medialorbitofrontal_area,rh_middletemporal_area,rh_parahippocampal_area,rh_paracentral_area,rh_parsopercularis_area,rh_parsorbitalis_area,rh_parstriangularis_area,rh_pericalcarine_area,rh_postcentral_area,rh_posteriorcingulate_area,rh_precentral_area,rh_precuneus_area,rh_rostralanteriorcingulate_area,rh_rostralmiddlefrontal_area,rh_superiorfrontal_area,rh_superiorparietal_area,rh_superiortemporal_area,rh_supramarginal_area,rh_frontalpole_area,rh_temporalpole_area,rh_transversetemporal_area,rh_insula_area,rh_WhiteSurfArea_area,lh_bankssts_thickness,lh_caudalanteriorcingulate_thickness,lh_caudalmiddlefrontal_thickness,lh_cuneus_thickness,lh_entorhinal_thickness,lh_fusiform_thickness,lh_inferiorparietal_thickness,lh_inferiortemporal_thickness,lh_isthmuscingulate_thickness,lh_lateraloccipital_thickness,lh_lateralorbitofrontal_thickness,lh_lingual_thickness,lh_medialorbitofrontal_thickness,lh_middletemporal_thickness,lh_parahippocampal_thickness,lh_paracentral_thickness,lh_parsopercularis_thickness,lh_parsorbitalis_thickness,lh_parstriangularis_thickness,lh_pericalcarine_thickness,lh_postcentral_thickness,lh_posteriorcingulate_thickness,lh_precentral_thickness,lh_precuneus_thickness,lh_rostralanteriorcingulate_thickness,lh_rostralmiddlefrontal_thickness,lh_superiorfrontal_thickness,lh_superiorparietal_thickness,lh_superiortemporal_thickness,lh_supramarginal_thickness,lh_frontalpole_thickness,lh_temporalpole_thickness,lh_transversetemporal_thickness,lh_insula_thickness,lh_MeanThickness_thickness,rh_bankssts_thickness,rh_caudalanteriorcingulate_thickness,rh_caudalmiddlefrontal_thickness,rh_cuneus_thickness,rh_entorhinal_thickness,rh_fusiform_thickness,rh_inferiorparietal_thickness,rh_inferiortemporal_thickness,rh_isthmuscingulate_thickness,rh_lateraloccipital_thickness,rh_lateralorbitofrontal_thickness,rh_lingual_thickness,rh_medialorbitofrontal_thickness,rh_middletemporal_thickness,rh_parahippocampal_thickness,rh_paracentral_thickness,rh_parsopercularis_thickness,rh_parsorbitalis_thickness,rh_parstriangularis_thickness,rh_pericalcarine_thickness,rh_postcentral_thickness,rh_posteriorcingulate_thickness,rh_precentral_thickness,rh_precuneus_thickness,rh_rostralanteriorcingulate_thickness,rh_rostralmiddlefrontal_thickness,rh_superiorfrontal_thickness,rh_superiorparietal_thickness,rh_superiortemporal_thickness,rh_supramarginal_thickness,rh_frontalpole_thickness,rh_temporalpole_thickness,rh_transversetemporal_thickness,rh_insula_thickness,rh_MeanThickness_thickness,Left.Lateral.Ventricle,Left.Inf.Lat.Vent,Left.Cerebellum.White.Matter,Left.Cerebellum.Cortex,Left.Thalamus.Proper,Left.Caudate,Left.Putamen,Left.Pallidum,X3rd.Ventricle,X4th.Ventricle,Brain.Stem,Left.Hippocampus,Left.Amygdala,CSF,Left.Accumbens.area,Left.VentralDC,Left.vessel,Left.choroid.plexus,Right.Lateral.Ventricle,Right.Inf.Lat.Vent,Right.Cerebellum.White.Matter,Right.Cerebellum.Cortex,Right.Thalamus.Proper,Right.Caudate,Right.Putamen,Right.Pallidum,Right.Hippocampus,Right.Amygdala,Right.Accumbens.area,Right.VentralDC,Right.vessel,Right.choroid.plexus,X5th.Ventricle,WM.hypointensities,Left.WM.hypointensities,Right.WM.hypointensities,non.WM.hypointensities,Left.non.WM.hypointensities,Right.non.WM.hypointensities,Optic.Chiasm,CC_Posterior,CC_Mid_Posterior,CC_Central,CC_Mid_Anterior,CC_Anterior,BrainSegVol,BrainSegVolNotVent,BrainSegVolNotVentSurf,lhCortexVol,rhCortexVol,CortexVol,lhCerebralWhiteMatterVol,rhCerebralWhiteMatterVol,CerebralWhiteMatterVol,SubCortGrayVol,TotalGrayVol,SupraTentorialVol,SupraTentorialVolNotVent,SupraTentorialVolNotVentVox,MaskVol,BrainSegVol.to.eTIV,MaskVol.to.eTIV,lhSurfaceHoles,rhSurfaceHoles,SurfaceHoles,EstimatedTotalIntraCranialVol,eTIV
15198501092494055387,1326,775,2490,1635,362,2880,6585,3908,1044,4748,3183,2858,2049,4088,667,1543,1782,784,1555,1265,4487,1426,5141,4199,1102,6006,7977,6736,4217,3438,285,461,424,2562,93986.7,984,756,2361,1623,398,2850,6631,3652,840,4642,3111,3060,2205,4257,677,1679,1830,1101,1644,1367,4394,1280,5004,5150,551,5737,8198,6451,4303,3929,378,458,309,2250,93929,2.69,2.864,2.682,1.959,3.185,2.881,2.593,2.849,2.665,2.318,2.984,2.344,2.777,2.932,2.959,2.673,2.793,3.056,2.838,1.9,2.243,2.638,2.629,2.761,3.002,2.682,2.872,2.448,2.965,2.681,3.219,3.35,3.09,2.976,2.68145,2.866,2.991,2.655,2.135,2.936,2.775,2.576,2.932,2.665,2.29,2.916,2.368,2.884,2.989,2.907,2.702,2.633,3.123,2.746,1.943,2.18,2.87,2.563,2.569,3.565,2.797,2.998,2.439,2.977,2.628,3.038,3.285,3.069,3.171,2.68953,7555.9,406.5,12591.6,54338.3,7688.6,3754,5116,1704,801.5,1035.1,19571.8,3633.3,1530.9,708.2,581,3458.4,81.5,245.3,5777.9,425.2,12327.2,55366.5,7400.3,3938.2,4672.3,1576.5,3724.2,1768.6,667.3,3696,39.8,264.6,0,1339.7,0,0,0,0,0,137.8,667.5,428.2,332.4,374.3,877.5,1198454,1181915,1182943.35589,290846.959457,293613.737109,584460.696566,203775.348369,203860.310957,407635.659326,56737,751278.696566,1064110.35589,1049977.35589,1047769,1540359,0.876817,1.126963,36,42,78,1366822.81346,1366822.81346
8601892304489994370,1274,545,2152,1415,503,3310,5076,3535,1217,5432,2343,2842,1383,3225,737,1248,1604,690,1397,1274,4295,1245,4430,4107,734,5676,8229,5171,4338,5175,262,413,558,2391,88213.9,1034,693,2232,1514,333,3165,7229,3232,991,5581,2488,3177,2008,4399,663,1607,1532,833,1301,1367,4082,1274,4849,4182,566,5595,7380,5802,3927,3466,350,430,289,2193,89762.3,2.676,2.577,2.714,2.103,2.342,2.803,2.755,2.729,2.763,2.249,2.867,2.208,2.561,3.145,3.01,2.418,2.755,2.805,2.837,2.004,2.344,2.798,2.671,2.614,2.708,2.71,2.785,2.397,2.837,2.669,2.66,3.144,2.304,2.732,2.63725,2.548,2.642,2.655,2.021,3.003,2.827,2.649,2.737,2.678,2.35,2.756,2.397,2.997,3.021,2.762,2.806,2.684,2.99,2.754,2.016,2.199,3.213,2.696,2.649,3.209,2.494,3.078,2.238,2.979,2.757,2.745,2.474,3.184,2.839,2.66365,5790.3,391.6,12259,55441.8,7691.1,3579.8,5126.3,1633.9,841.5,1787.2,19138.1,3202,1298.5,803.6,962.3,3330.5,87.1,404.4,4569.8,295.2,11232.8,51830.6,7301.3,3859.7,3090.5,1043.4,3921.8,1811.1,845.9,3756.1,0,270.8,0,2301.2,0,0,0,0,0,55,834.4,494.3,441.7,542.7,873.5,1179195,1164635,1165333.29805,273033.916356,281194.764495,554228.680851,211319.419917,213782.197286,425101.617202,54836,717896.680851,1047384.29805,1036157.29805,1033473,1566407,0.829876,1.102382,79,108,187,1420928.80534,1420928.80534
10751738218159205922,1482,661,2929,1288,599,4161,5208,4605,1009,5384,3050,2732,2083,4183,894,1626,1880,727,1641,1248,4527,1244,5376,4154,863,7084,9669,6395,4976,5127,265,524,429,2397,100419,1189,704,3186,1486,644,3739,6607,4266,1167,5108,2762,3065,2413,4215,629,1423,1378,843,1924,1208,5197,1350,5289,5021,707,7992,8400,6393,4226,4087,359,496,408,2278,100156,3.034,2.673,2.836,2.123,3.191,2.809,2.638,2.994,2.369,2.45,3.136,2.527,2.955,3.201,3.435,2.8,3.006,3.407,3.07,1.894,2.366,2.871,2.994,2.703,3.114,2.814,2.972,2.453,3.314,2.71,3.327,3.945,2.971,3.356,2.83132,3.139,2.654,2.499,2.02,2.867,3.028,2.546,3.08,2.409,2.466,3.046,2.521,3.004,3.222,2.982,2.932,3.037,3.137,2.901,1.782,2.346,2.598,2.722,2.549,2.979,2.765,3.113,2.454,3.116,2.512,3.154,3.552,2.717,3.269,2.76138,12996.3,587.2,15380.8,66423,8643.1,4093.4,5607,1828.1,1039.1,1861,24635.4,5490.4,2024.3,972.8,776,4436.3,117.1,413.9,6812.2,625.5,15051.4,69081.3,8691.2,4329.1,5732.7,1743.6,4560,2114.1,844.9,4385.3,34.4,577.1,0,1442.2,0,0,0,0,0,165,633,464,444.3,444.7,920.4,1406631,1381381,1382787.91966,342383.445428,332298.346076,674681.791504,239863.233247,235634.894905,475498.128152,67276,877574.791504,1240207.91966,1218748.91966,1216018,1810780,0.805318,1.036699,39,29,68,1746678.47121,1746678.47121
7633670766676663075,833,752,2859,1513,384,3717,4391,4056,1195,5942,3157,2850,2054,3418,705,1529,1932,733,1572,1308,5012,1345,5464,5084,965,6952,8292,5904,4286,4893,270,402,522,2564,96840.3,959,679,2450,1783,315,2847,6462,3522,993,5100,3019,3239,2347,4342,755,1734,1887,899,1791,1511,4757,1293,5629,5045,611,6259,8356,6149,4361,4012,276,444,381,2352,96544.9,2.451,2.546,2.579,2.136,3.189,2.77,2.818,2.861,2.486,2.265,2.776,2.445,2.664,3.092,2.323,2.612,2.572,3.029,2.55,1.748,2.155,2.601,2.528,2.592,3.069,2.371,2.675,2.344,2.847,2.794,2.754,4.155,2.616,3.242,2.60134,2.818,2.499,2.593,2.229,3.54,2.927,2.691,2.76,2.462,2.442,2.753,2.441,2.581,3.128,2.582,2.606,2.658,2.796,2.586,1.704,1.996,2.543,2.474,2.456,2.818,2.532,2.832,2.256,2.999,2.59,2.743,3.454,2.559,3.231,2.60725,5144.8,350.3,13468.9,56844.6,8350.2,3980.4,5863.7,2060.6,1059.5,2813.3,20501.6,4020.9,1712.2,908.5,617.6,3587.6,55.5,451.6,5084.4,495.9,12626.3,55134.2,7438.5,4236.5,5814.4,1939.9,4548,1826.8,550,3938.8,68.7,768.1,0,1255.2,0,0,0,0,0,209.5,819.9,449.4,511.9,561.4,779.5,1238105,1221577,1221872.66571,292556.75093,290669.162626,583225.913556,218660.486099,218818.266052,437478.752151,62463,759171.913556,1097592.66571,1085810.66571,1082811,1602739,0.798637,1.033844,64,71,135,1550272.27897,1550272.27897
3704565659783365872,1101,627,2448,1096,366,3286,4576,3281,906,3972,2680,2536,1811,3077,746,1434,1630,688,1444,979,4524,961,4269,3088,682,6442,7455,4853,4027,4378,277,502,483,2513,83131.1,762,726,2851,1339,395,3168,5319,3650,705,4076,2339,2575,1843,3561,651,1466,1339,787,1417,1276,4252,1083,4456,3247,546,6415,6963,4782,3770,3663,299,417,345,2131,82603.3,2.879,3.264,3.037,2.083,3.427,2.791,2.906,2.902,2.638,2.252,3.094,2.228,2.76,3.208,2.795,2.87,3.095,3.446,2.892,1.833,2.338,3.085,2.961,2.854,2.89,2.727,3.056,2.532,3.243,2.844,3.029,3.184,3.358,3.197,2.82802,2.925,2.707,2.83,2.095,3.168,2.731,2.833,2.802,2.48,2.293,3.088,2.324,2.788,3.134,2.582,2.834,3.266,3.19,2.985,1.657,2.266,2.823,2.865,2.862,3.326,2.703,3.114,2.451,3.21,2.941,3.875,3.292,3.05,3.196,2.78666,3407.5,377.2,11774.8,59325.6,7208.7,3692.1,5197.2,1754.2,599.4,1749.7,17083,4137,1333.8,585.4,832.5,3217,21.8,270.6,2796.9,313.3,11278.1,60127.2,6928.9,3880.8,5190.8,1629.1,3676.2,1736.5,753.2,3367.1,26.1,404.1,0,1017.5,0,0,0,0,0,125,646.2,396.8,345.4,379,637.1,1105733,1095639,1096260.93141,273878.846973,271318.233133,545197.080106,176635.404476,175976.446829,352611.851305,56505,721334.080106,962964.931411,955714.931411,953606,1425100,0.833704,1.074501,34,36,70,1326290.06105,1326290.06105
17113208951586398635,1140,699,2509,1410,663,3203,4325,4135,919,5154,2576,2950,2005,3650,755,1294,1638,704,1254,1252,4167,1054,5384,3688,727,5800,7945,5348,4279,4882,254,620,481,2200,89055,849,659,2756,1419,607,3307,6057,3868,884,5803,2874,2824,2048,3946,704,1203,1612,819,1477,1264,4229,1384,5426,3755,510,5340,7673,5177,3865,3700,348,547,418,2208,89538.2,2.784,2.873,3.084,2.205,2.568,2.79,2.828,2.706,2.545,2.293,2.965,2.402,2.792,2.988,3.102,2.773,2.945,2.99,2.979,1.821,2.49,2.536,2.892,2.741,3.051,2.752,3.001,2.517,3.14,2.797,3.186,3.647,2.832,3.095,2.77078,2.67,2.602,2.876,2.254,2.717,2.756,2.715,2.818,2.379,2.278,2.795,2.559,2.898,2.951,2.84,2.63,2.902,2.999,2.953,1.972,2.449,2.452,2.776,2.709,3.108,2.653,3.024,2.37,3.017,2.766,3.096,3.519,2.525,3.192,2.71863,8282,517.1,13456.6,59811.8,7529,3594.1,5655.6,1770.7,702.5,1512.7,20397.7,3830.1,1484,714.6,691.9,3975.3,38.5,433.5,8026.4,587.1,13290.4,64380.4,7533.3,3777.6,5535.4,1830.6,3924.8,1585.4,661.2,3848.3,24,461.6,0,1194.4,0,0,0,0,0,116,1154.6,568.9,468.9,667.4,1052.1,1238493,1218189,1218748.68027,284561.342607,285534.878765,570096.221373,219323.791811,219132.667087,438456.458898,59288,754412.221373,1087530.68027,1069944.68027,1067208,1603985,0.819584,1.061452,27,23,50,1511124.11217,1511124.11217
12812888539530389933,1088,583,2578,1627,417,3069,5646,3952,1226,6101,3068,3615,2303,3437,673,1400,1636,761,1446,1471,4329,1127,5306,4342,853,7595,8292,5976,4441,4770,282,429,493,2239,96568.7,1097,722,1737,1735,548,3021,7424,3474,1225,6021,2945,3250,2225,4139,592,1402,1376,933,1838,1581,4199,1271,4907,4349,665,7685,8486,5966,3964,3608,367,529,345,2154,95774.7,2.928,2.825,2.694,2.172,2.873,2.947,2.761,3.101,2.585,2.475,3.173,2.462,2.715,3.338,2.975,2.793,3.043,3.411,3.022,1.967,2.313,2.755,2.806,2.669,2.951,2.55,2.939,2.463,3.037,2.815,3.341,3.613,2.885,3.015,2.76435,3.141,3.018,2.339,2.23,2.482,2.972,2.729,2.884,2.564,2.386,2.989,2.657,2.863,3.111,3.052,2.781,2.766,3.193,2.65,2.001,2.142,2.753,2.528,2.679,3.416,2.602,2.824,2.426,2.984,2.629,3.415,3.123,3.172,3.062,2.69279,4409.9,595.9,13024.9,57755,8559.1,4288.4,6150.5,1950.3,714.3,1300.4,20014.3,3779.8,1838.6,560,792.7,4294.9,40.6,412.1,4117.4,575.5,12282.1,58571.5,8309.6,4772.6,6083.7,1938.9,3925.3,1893.8,821.6,3905,18.6,432.2,0,1194.2,0,0,0,0,0,201.2,1348.7,824,804.1,939.3,1004.1,1326181,1313778,1313913.39278,310315.775017,303775.078515,614090.853531,247629.725026,244254.814222,491884.539248,65721,797481.853531,1183726.39278,1173731.39278,1171394,1696040,0.873576,1.117208,38,23,61,1518105.8224,1518105.8224
15062414865859585534,801,500,2029,1118,362,2691,4860,2851,819,4259,2328,2311,1730,2989,609,1385,1345,643,1225,1021,3848,1149,4424,3173,604,5772,6664,4245,3773,3188,220,466,420,2421,76242.1,920,673,2075,1200,318,2709,5217,3296,841,4236,2518,2427,1939,3230,623,1353,1171,817,1610,1150,3436,1199,4164,3363,494,5983,6193,4576,3228,3097,283,489,310,1959,77096,2.707,3.088,3.079,2.163,3.495,2.953,2.863,2.988,2.631,2.464,2.972,2.552,2.978,3.061,3.322,2.894,3.271,3.384,3.032,1.982,2.513,3.025,2.962,2.83,2.956,2.789,3.254,2.597,3.076,2.771,3.483,3.032,2.926,2.69,2.86169,3.281,2.946,3.056,2.384,3.504,3.021,2.716,2.996,2.482,2.514,2.885,2.386,2.964,3.061,2.82,2.884,3.036,3.037,2.999,1.844,2.316,2.795,2.82,2.939,3.244,2.878,3.397,2.579,3.149,2.743,3.418,3.516,3.312,3.129,2.86117,4436.8,451.5,12313,55579,7457.3,3919.8,3268,1531.1,850.6,1777.5,18348.3,3498.6,987.9,966.8,855.4,3554.7,0,355.5,5006.9,498.6,12199.5,55751.5,7373,4260.1,4311.5,1749.9,3419.2,1241.1,798.9,3547.7,13.8,362.9,0,1059.6,0,0,0,0,0,168.6,803.4,489,454.9,492.7,794.8,1109886,1095863,1096862.33469,260832.333852,261441.658224,522273.992075,192731.290884,192942.051731,385673.342615,53698,687605.992075,973282.334691,962726.334691,960511,1407081,0.851082,1.078977,29,20,49,1304088.45517,1304088.45517
14720029994731556396,866,658,2279,1758,483,3008,4937,4545,1054,4662,3143,2708,2036,3308,617,1652,1796,724,1718,1377,4409,1421,5052,4376,886,7755,7887,6315,4183,4147,305,443,550,2336,93372.1,994,762,1995,1633,393,3049,5918,3539,1038,5807,2957,2831,2306,3702,576,1767,1509,866,1996,1429,4043,1497,4964,4208,577,7460,7716,5610,3923,3804,353,410,406,2319,92356.7,2.664,2.669,2.598,2.008,3.256,2.826,2.569,2.987,2.413,2.332,2.725,2.269,2.643,2.802,3.19,2.667,2.744,2.789,2.476,1.822,2.11,2.737,2.614,2.675,2.702,2.363,2.65,2.409,2.905,2.701,2.517,3.21,3.233,3.078,2.59164,2.831,2.526,2.562,2.084,3.252,2.82,2.604,2.839,2.562,2.438,2.716,2.27,2.733,2.988,2.672,2.647,2.692,2.923,2.63,1.959,2.128,2.705,2.607,2.522,2.831,2.436,2.758,2.364,2.937,2.64,2.491,3.29,2.8,2.995,2.60357,4043.7,411.2,13485.6,63784.7,7398.8,3858.3,5299.4,1684.9,928.8,2039.6,19456,4321,1711.2,797,736.7,3958.9,57.7,469.7,3938,455,14186.1,65522.8,7102.4,3816.4,5194.4,1649.5,4252,1911.7,744.2,3665.7,28.3,625.9,0,766.1,0,0,0,0,0,167,902.6,580.8,554.3,566.2,855.9,1229872,1217014,1217239.45572,276083.805199,277542.096463,553625.901661,224038.309285,223099.244774,447137.554059,59407,743281.901661,1071323.45572,1062002.45572,1059846,1561941,0.866449,1.100393,25,38,63,1419438.999,1419438.999
14215559514914982154,1001,711,2918,1866,586,3361,5002,3435,1575,4817,3086,3419,1877,4032,715,1414,2056,804,1387,1479,5266,1777,5295,4931,998,6804,9335,6780,4843,6573,312,543,571,2872,102437,1084,706,2135,1596,304,3243,6078,3918,1404,5617,3299,3334,2408,4959,708,1656,2027,1104,2186,1554,4973,1395,4928,5104,551,7560,8505,6875,4442,4979,416,465,405,2771,102677,2.694,3.011,2.575,2.286,3.146,2.971,2.704,2.95,2.66,2.352,2.958,2.379,2.476,2.957,3.078,2.519,2.751,2.912,2.406,2.074,2.213,2.683,2.52,2.582,2.805,2.362,2.683,2.416,2.854,2.665,2.786,3.362,2.572,3.059,2.62204,2.723,2.874,2.592,2.147,3.042,2.828,2.64,2.818,2.541,2.327,2.921,2.35,2.679,2.967,3.043,2.734,2.556,2.912,2.552,1.952,2.189,2.82,2.581,2.667,3.378,2.441,2.766,2.308,3.029,2.72,3.082,3.054,2.965,2.976,2.62863,3688.2,491.9,14402.1,61858.2,8565.3,3285.1,7145,2029.7,657.8,1627.4,22698.7,4134.6,1735.2,682.2,808.6,4252.2,24,312,3185.6,433.1,13509.6,60777.6,8514.5,4127,6716.5,1995,3685.7,1966.8,869.3,4295.2,14.2,307.5,0,1743.2,0,0,0,0,0,148.7,963.4,519.4,483.8,546.4,899.1,1317097,1306405,1307272.1759,316265.827915,317634.086566,633899.914481,227943.517276,228544.744139,456488.261415,66211,823769.914481,1166341.1759,1158494.1759,1155625,1694258,0.856335,1.101553,63,65,128,1538063.55403,1538063.55403
17546726458731669620,962,497,2456,1445,475,3059,5582,3928,1129,6484,3043,3443,1945,3694,609,1271,1644,786,1689,1635,4299,1144,5220,3745,806,6643,7703,5525,3872,3386,310,485,412,2283,91602,965,819,2323,1797,475,3065,5814,2965,1092,5619,2805,3643,2295,3654,691,1472,1365,896,1946,1917,3863,1479,5404,3552,566,6926,7375,5312,3700,3604,341,514,314,2184,90743,2.665,3.002,2.923,2.213,2.734,2.861,2.654,2.814,2.666,2.357,3.005,2.349,2.708,3.042,2.922,2.732,2.839,3.127,2.709,2.025,2.236,2.639,2.82,2.682,2.865,2.65,3.06,2.422,3.076,2.817,3.287,3.502,3.071,3.105,2.72115,2.872,2.603,2.892,2.363,3.168,2.792,2.656,2.878,2.747,2.449,3.139,2.344,2.759,3.063,2.937,2.872,2.82,3.087,3.009,2.122,2.347,2.64,2.774,2.672,3.693,2.834,3.047,2.375,3.104,2.734,2.849,3.452,3.043,3.381,2.76462,3583.5,341.5,12575.7,55595.3,7434.2,3451.4,5854.6,1877,744.7,1612.8,19128.6,3968.1,1440.6,750.3,853.3,3629,24.9,315.9,2827.2,774,12163.1,54226.8,7064.4,3771.2,5836.5,1712.1,3894.6,1737.2,758.8,3747.8,39,447.7,0,798.3,0,0,0,0,0,122.2,773.9,445.5,593.2,524.8,758.2,1177330,1166616,1167266.92432,287584.614432,291775.694422,579360.308854,198404.449734,196607.165734,395011.615467,58918,748495.308854,1042371.92432,1034547.92432,1032584,1522661,0.830508,1.07411,29,48,77,1417602.74054,1417602.74054
14030583262395524584,1231,627,2699,1718,360,3246,4319,3440,1127,5559,2583,3203,1936,3154,669,1602,1814,746,1498,1532,4512,1173,5504,4916,1160,6710,8027,5846,4256,4470,247,427,446,2129,92875.9,758,969,2807,1950,412,3174,6418,3516,852,5450,2569,3788,2146,3635,643,1423,1622,828,1640,1787,3659,1188,5026,5282,792,6626,7549,5633,3753,3871,331,468,291,2276,93130.6,2.548,2.488,2.511,1.867,3.407,2.777,2.432,2.524,2.452,2.315,2.615,2.08,2.493,3.042,2.713,2.455,2.7,2.513,2.644,1.794,2.051,2.477,2.685,2.38,2.698,2.44,2.768,2.151,2.865,2.525,2.754,2.513,2.473,2.975,2.50022,2.679,2.481,2.567,1.911,3.349,2.869,2.519,2.911,2.833,2.396,2.327,2.239,2.379,2.924,2.524,2.642,2.549,2.518,2.556,1.824,1.937,2.557,2.671,2.433,2.83,2.225,2.745,2.214,2.732,2.567,2.703,3.17,2.668,2.965,2.50631,6738.6,388.3,15785.5,59907.7,7984.4,3332.8,5014.7,2299.6,1147.3,1595.2,24370.1,4389.4,1891.9,1170.9,584.9,4492.4,29.4,652.2,4436.4,366.2,15459.5,63539,7834.8,3412.5,5072.1,2162.9,4532.2,1727,614,4454.3,16.5,669.9,0,1109.5,0,0,0,0,0,260.9,744.9,508.9,580.4,560.3,715,1241693,1225212,1224731.41529,264884.223875,264863.874552,529748.098427,240593.422239,238536.894626,479130.316865,61626,715326.098427,1086210.41529,1073456.41529,1070784,1749104,0.761492,1.072671,31,20,51,1630605.52364,1630605.52364
18180549237031963932,1163,1043,2722,1590,663,3813,4997,4569,1235,5469,3006,3336,1929,4026,733,1489,1571,803,1535,1407,4050,1560,4970,4554,1022,7714,8126,6179,4959,5485,270,621,543,2499,99581.1,1076,981,2567,1707,467,3896,5752,4393,1226,6161,2958,3678,2085,4659,703,1228,1925,981,1713,1532,4586,1277,4719,4694,992,7572,8514,5598,4685,3988,278,512,403,2771,100267,2.323,2.699,2.511,2.008,3.726,2.799,2.47,2.848,2.502,2.106,2.63,2.102,2.493,2.928,2.834,2.371,2.808,2.709,2.394,1.787,2.097,2.303,2.662,2.441,2.948,2.296,2.724,2.253,2.925,2.564,2.433,3.655,2.725,3.048,2.53088,2.728,2.429,2.479,1.927,3.774,2.941,2.477,2.89,2.582,2.271,2.756,2.178,2.39,2.976,2.982,2.529,2.696,2.684,2.539,1.733,2.107,2.546,2.497,2.514,2.676,2.27,2.597,2.268,3.052,2.734,2.451,3.381,2.527,3.014,2.54457,10646,495.5,13837.2,58334.9,8376.3,4170.4,5560.9,1835.1,1478.6,2643.1,21818.4,4038.6,2343.7,1034.3,665,4438.9,7.9,654,7607.8,480.2,13455.3,56583.6,8252.2,4391.8,5613.9,1873.2,4345.9,2307,696.2,4469.7,31.1,748.2,0,939.6,0,0,0,0,0,177.9,926.8,495.7,382.7,450.6,791.1,1305421,1280255,1280120.65561,284205.771745,285583.261732,569789.033477,252388.151684,251604.470452,503992.622136,65006,750091.033477,1161151.65561,1141049.65561,1138777,1662849,0.837204,1.066433,23,35,58,1559262.9623,1559262.9623
11321911823643200724,919,864,2973,1576,604,3501,4085,3546,947,4701,2798,2441,2114,3375,856,1667,1721,797,1659,1297,4017,1389,4817,4199,1219,7151,8242,5808,4622,4569,274,558,711,2727,92733.5,960,1035,2654,1765,574,3602,5032,3910,876,5003,2932,2676,2139,4033,608,1621,1403,1003,1876,1600,3867,1266,5079,3853,719,6588,8122,5639,4068,3288,328,520,411,2445,91491.7,2.516,2.504,2.473,1.732,3.637,2.797,2.469,2.886,2.455,2.232,2.604,2.043,2.448,2.931,3.046,2.543,2.572,2.737,2.51,1.824,1.925,2.498,2.641,2.469,2.793,2.174,2.703,2.235,2.866,2.509,2.767,3.884,2.285,2.9,2.50571,2.63,2.238,2.598,1.992,3.523,2.774,2.538,2.873,2.365,2.293,2.506,2.012,2.364,2.976,2.857,2.499,2.675,2.489,2.538,1.805,2.025,2.402,2.699,2.455,2.859,2.279,2.674,2.249,2.962,2.647,2.735,3.632,2.457,2.935,2.52494,11200.3,655.1,15378.2,60949.9,7598.7,3357.8,5418.9,2128,1169.8,2213.9,23363.8,4421.5,2216.5,1222.3,587.6,4429.4,52.9,723.6,10249.5,464.2,15646.6,59471.8,7558.3,3550.5,5607.3,1790.1,4426.2,2155.6,487.3,4389.6,33,667.5,0,1260.2,0,0,0,0,0,225.6,808.4,490.8,420.6,349.9,626.3,1212805,1185174,1184906.97264,261162.841962,261130.759899,522293.60186,227757.967301,222655.403482,450413.370783,61676,704577.60186,1059213.97264,1036067.97264,1034516,1690138,0.74664,1.040501,21,22,43,1624350.25597,1624350.25597
